epoch	train_acc	valid_acc	train_loss	valid_loss
1.0	0.17229729890823364	0.32775118947029114	2.2243800163269043	2.1737818717956543
2.0	0.32474660873413086	0.36602869629859924	1.944231629371643	1.9369415044784546
3.0	0.4746621549129486	0.5765550136566162	1.5439165830612183	1.4108083248138428
4.0	0.5933277010917664	0.5334928035736084	1.242716908454895	1.5879566669464111
5.0	0.6524493098258972	0.6913875341415405	1.1093260049819946	1.0503026247024536
6.0	0.6942567825317383	0.6148325204849243	0.9594021439552307	1.2537333965301514
7.0	0.7356418967247009	0.5765550136566162	0.8691708445549011	1.2750051021575928
8.0	0.7652027010917664	0.7966507077217102	0.7776843905448914	0.688004195690155
9.0	0.7732263803482056	0.760765552520752	0.6977766752243042	0.7722827196121216
10.0	0.8108108043670654	0.6172248721122742	0.6077502369880676	1.2387703657150269
11.0	0.8188344836235046	0.8181818127632141	0.5606400966644287	0.5725231766700745
12.0	0.8374155163764954	0.7942583560943604	0.5264710187911987	0.6548668742179871
13.0	0.8644425868988037	0.880382776260376	0.4692786931991577	0.4659196436405182
14.0	0.8724662065505981	0.8516746163368225	0.4331503212451935	0.5115256309509277
15.0	0.8876689076423645	0.9019138813018799	0.3771844506263733	0.36043936014175415
16.0	0.8940033912658691	0.8181818127632141	0.36505335569381714	0.5970621109008789
17.0	0.8885135054588318	0.9258373379707336	0.37964916229248047	0.3192727267742157
18.0	0.8902027010917664	0.9090909361839294	0.36893680691719055	0.28867411613464355
19.0	0.9020270109176636	0.880382776260376	0.33172130584716797	0.4095424711704254
20.0	0.9024493098258972	0.9306219816207886	0.3103999197483063	0.26590174436569214
21.0	0.9184966087341309	0.9114832282066345	0.2946103811264038	0.30093568563461304
22.0	0.9184966087341309	0.9282296895980835	0.2808823585510254	0.25769907236099243
23.0	0.9231418967247009	0.8947368264198303	0.278532475233078	0.3213217258453369
24.0	0.912162184715271	0.9521530866622925	0.30488595366477966	0.2426806390285492
25.0	0.9210304021835327	0.9521530866622925	0.2662113606929779	0.19086970388889313
26.0	0.9239864945411682	0.9210526347160339	0.2514326572418213	0.2446107417345047
27.0	0.9362331032752991	0.9497607946395874	0.23733584582805634	0.1891069859266281
28.0	0.9404560923576355	0.9521530866622925	0.2193269431591034	0.22273540496826172
29.0	0.9396114945411682	0.9473684430122375	0.22006390988826752	0.1819702386856079
30.0	0.9370777010917664	0.9449760913848877	0.22202524542808533	0.1992943435907364
31.0	0.9379222989082336	0.9545454382896423	0.22414150834083557	0.18089377880096436
32.0	0.9341216087341309	0.9473684430122375	0.24983741343021393	0.21015672385692596
33.0	0.953125	0.9449760913848877	0.19351795315742493	0.19719275832176208
34.0	0.9396114945411682	0.959330141544342	0.2115282565355301	0.165436789393425
35.0	0.9413006901741028	0.9521530866622925	0.21030668914318085	0.16947099566459656
36.0	0.9451013803482056	0.9641148447990417	0.19411873817443848	0.13230909407138824
37.0	0.9501689076423645	0.9736841917037964	0.18480601906776428	0.15205180644989014
38.0	0.953125	0.9688995480537415	0.17040307819843292	0.13634073734283447
39.0	0.9476351141929626	0.9641148447990417	0.18648786842823029	0.14828477799892426
40.0	0.9556587934494019	0.9641148447990417	0.15257853269577026	0.1341238021850586
41.0	0.9514358043670654	0.9306219816207886	0.1761781871318817	0.2210414707660675
42.0	0.9484797120094299	0.9521530866622925	0.18982142210006714	0.1848832070827484
43.0	0.9455236196517944	0.9521530866622925	0.18362079560756683	0.17517322301864624
44.0	0.9442567825317383	0.9688995480537415	0.1983833760023117	0.12752464413642883
45.0	0.9467905163764954	0.9186602830886841	0.18198715150356293	0.25136953592300415
46.0	0.9442567825317383	0.9569377899169922	0.1769174486398697	0.15807299315929413
47.0	0.9535472989082336	0.9736841917037964	0.16326726973056793	0.12111380696296692
