epoch,loss,accuracy,val_loss,val_accuracy
1,2.1478912830352783,0.15793919563293457,1.9448332786560059,0.2535885274410248
2,1.7875351905822754,0.2791385054588318,1.4110132455825806,0.380382776260376
3,1.3639707565307617,0.43412160873413086,1.0027364492416382,0.5956937670707703
4,1.0958269834518433,0.5599662065505981,0.778954029083252,0.679425835609436
5,0.9319272637367249,0.6161317825317383,0.6091568470001221,0.7488038539886475
6,0.8422949910163879,0.6528716087341309,0.5615077614784241,0.779904305934906
7,0.7424715757369995,0.6942567825317383,0.5132785439491272,0.7942583560943604
8,0.6821666359901428,0.7094594836235046,0.4585268199443817,0.8923444747924805
9,0.6231350898742676,0.7470439076423645,0.37624573707580566,0.9114832282066345
10,0.5531378388404846,0.7728040814399719,0.3117211163043976,0.8947368264198303
11,0.4893825054168701,0.8095439076423645,0.29014351963996887,0.9210526347160339
12,0.4798564016819,0.8196790814399719,0.2778986096382141,0.9210526347160339
13,0.432532399892807,0.8420608043670654,0.2239108681678772,0.9258373379707336
14,0.3866663873195648,0.8517736196517944,0.20934490859508514,0.9282296895980835
15,0.3901120722293854,0.8640202879905701,0.2103351354598999,0.9282296895980835
16,0.34820613265037537,0.869087815284729,0.21303515136241913,0.9234449863433838
17,0.34622296690940857,0.8648648858070374,0.19044221937656403,0.9330143332481384
18,0.31308144330978394,0.8872466087341309,0.19356180727481842,0.9234449863433838
19,0.28389737010002136,0.896537184715271,0.20389384031295776,0.9258373379707336
20,0.27186086773872375,0.9087837934494019,0.1845458298921585,0.9425837397575378
21,0.2690897285938263,0.9075168967247009,0.1917247325181961,0.9354066848754883
22,0.2690773606300354,0.9087837934494019,0.17846012115478516,0.9377990365028381
23,0.24926915764808655,0.9151182174682617,0.18674412369728088,0.9330143332481384
24,0.24930989742279053,0.9108952879905701,0.18204399943351746,0.9736841917037964
25,0.22032207250595093,0.9362331032752991,0.17382308840751648,0.940191388130188
26,0.21214228868484497,0.9353885054588318,0.1581846922636032,0.9545454382896423
27,0.23268485069274902,0.9320101141929626,0.17516668140888214,0.9641148447990417
28,0.23646534979343414,0.9294763803482056,0.14011210203170776,0.9545454382896423
29,0.21409013867378235,0.9408783912658691,0.13664765655994415,0.9760765433311462
30,0.16409669816493988,0.9527027010917664,0.1324760913848877,0.9760765433311462
31,0.17771677672863007,0.9480574131011963,0.13102658092975616,0.9760765433311462
32,0.17525902390480042,0.9484797120094299,0.14363576471805573,0.9736841917037964
33,0.18286851048469543,0.9438344836235046,0.14486129581928253,0.9736841917037964
34,0.18614262342453003,0.9480574131011963,0.14632706344127655,0.9665071964263916
35,0.1592363864183426,0.9560810923576355,0.13054785132408142,0.9760765433311462
36,0.16633610427379608,0.9556587934494019,0.13444654643535614,0.9760765433311462
37,0.15677054226398468,0.9552364945411682,0.12820787727832794,0.9760765433311462
38,0.17915579676628113,0.953125,0.12384617328643799,0.9736841917037964
39,0.1477677822113037,0.9565033912658691,0.14900906383991241,0.9712918400764465
